"Date:,""30/08/2018 12:55:25"""
"Ref,""Qnty"",""Value"",""Cmp name"",""Footprint"",""Description"",""Vendor"""



"D1, ,""1"",""D"",""D"",""TD2-Componentes:DO-214AC"",""Diode"","""""
"J1, J2, ,""2"",""Conn_01x27_Female"",""Conn_01x27_Female"",""Socket_Strips:Socket_Strip_Straight_1x27_Pitch2.54mm"",""Generic connector, single row, 01x27"","""""
"J3, ,""1"",""Conn_01x06_Female"",""Conn_01x06_Female"",""Socket_Strips:Socket_Strip_Straight_1x06_Pitch2.54mm"",""Generic connector, single row, 01x06"","""""
"J4, ,""1"",""Conn_01x02"",""Conn_01x02"",""Pin_Headers:Pin_Header_Straight_1x02_Pitch2.54mm"",""Generic connector, single row, 01x02"","""""
"J5, ,""1"",""Conn_01x10_Female"",""Conn_01x10_Female"",""Socket_Strips:Socket_Strip_Straight_1x10_Pitch2.54mm"",""Generic connector, single row, 01x10"","""""
"J6, ,""1"",""Conn_01x03_Female"",""Conn_01x03_Female"",""Socket_Strips:Socket_Strip_Straight_1x03_Pitch2.54mm"",""Generic connector, single row, 01x03"","""""
"LED1, LED2, LED3, LED4, LED5, LED6, LED7, LED8, ,""8"",""LED-RGB-5050"",""LED-RGB-5050"",""TD2-Componentes:LED-RGB-5050"","""","""""
"Op1, ,""1"",""MC33202DG"",""MC33202DG"",""TD2-Componentes:MC33202DG"","""","""""
"R2, R10, R18, R1, R9, R17, R3, R11, R19, R4, R12, R20, R5, R13, R21, R6, R14, R22, R7, R15, R23, R8, R16, R24, ,""24"",""R"",""R"",""Resistors_SMD:R_0805"",""Resistor"","""""
"R25, ,""1"",""100"",""R"",""Resistors_SMD:R_0805"",""Resistor"","""""
"R26, ,""1"",""910"",""R"",""Resistors_SMD:R_0805"",""Resistor"","""""
"REG1, ,""1"",""AIC1117-33CY"",""AIC1117-33CY"",""TD2-Componentes:AIC1117-33PT"","""","""""
"T4, T5, T2, T3, T1, ,""5"",""Tornillo"",""Tornillo"",""TD2-Componentes:T3mm"","""","""""
"U1, U2, U3, ,""3"",""Shifter_8Bits_74HC595D"",""Shifter_8Bits_74HC595D"",""TD2-Componentes:Shifter_8Bits_74HC595D"","""","""""
